"id","commodity_id","ohlc_daily","ohlc_weekly","ohlc_monthly","volume","open_interest","liquidity","bid_ask_spread","volatility","price_cycle"
186,123,"{""open"" : 72.91332523334158, ""high"" : 88.15880106461003, ""low"" : 8.439657877958293, ""close"" : 18.28699566136862}","{""open"" : 8.729109539607727, ""high"" : 85.4802647558739, ""low"" : 12.487972591677998, ""close"" : 70.16250998309856}","{""open"" : 22.784280075448706, ""high"" : 45.41493870362858, ""low"" : 51.22082422599112, ""close"" : 55.91936984630974}","4132","60731","52.1592050596702","0.930384145530274","0.0223997558488298","Cyclical"
187,124,"{""open"" : 29.667457047478727, ""high"" : 61.16503198888411, ""low"" : 63.74915674203598, ""close"" : 88.37161370608426}","{""open"" : 61.99148123084568, ""high"" : 28.70072523638994, ""low"" : 62.604848989208946, ""close"" : 37.55427118396546}","{""open"" : 26.19818664181841, ""high"" : 27.030352610937378, ""low"" : 75.68997018944441, ""close"" : 20.67699848440563}","80216","75741","48.1266122142029","2.62225028005268","5.16461826361543","Cyclical"
188,125,"{""open"" : 50.05524977041993, ""high"" : 5.659548371452523, ""low"" : 47.463411791971595, ""close"" : 48.35087720753166}","{""open"" : 9.03573045103252, ""high"" : 33.42973784387067, ""low"" : 47.50686741666016, ""close"" : 12.82054542497355}","{""open"" : 37.66688271730991, ""high"" : 91.86844764816001, ""low"" : 36.9757419475843, ""close"" : 66.75860255234764}","26669","23199","65.7922257911769","2.22426616616271","3.01199747784722","Cyclical"
189,126,"{""open"" : 82.1098709034655, ""high"" : 74.91384618537184, ""low"" : 21.13132160427563, ""close"" : 33.98620238741859}","{""open"" : 52.254377455866496, ""high"" : 56.21127901522475, ""low"" : 41.223929888276594, ""close"" : 37.4669426431955}","{""open"" : 95.50117162277432, ""high"" : 30.613717666217326, ""low"" : 32.3223461305851, ""close"" : 67.0798181537309}","47133","49413","51.7855692090932","3.69407749902039","7.96111088935161","Cyclical"
190,127,"{""open"" : 32.43248528859208, ""high"" : 91.85509727795969, ""low"" : 55.64947985661456, ""close"" : 38.93395628375218}","{""open"" : 91.58635118859179, ""high"" : 73.12203804878618, ""low"" : 65.6762121078482, ""close"" : 40.269804792775375}","{""open"" : 40.56061765627395, ""high"" : 19.159281361438374, ""low"" : 69.91439879101144, ""close"" : 50.399827134398436}","92714","98223","1.27539267935863","3.54671306437974","0.02108336468015","Cyclical"
191,128,"{""open"" : 75.41689280026634, ""high"" : 16.717591120912356, ""low"" : 68.08499171420577, ""close"" : 8.468863485831912}","{""open"" : 68.47045095200575, ""high"" : 18.283362492106335, ""low"" : 55.30349893576858, ""close"" : 91.93469563938024}","{""open"" : 61.518916108125545, ""high"" : 68.74311633282778, ""low"" : 64.58830650915627, ""close"" : 71.49499079986322}","3360","62598","12.9665347816476","4.36770267763612","4.04339698126051","Cyclical"
192,129,"{""open"" : 9.764697645352172, ""high"" : 19.38615527428368, ""low"" : 50.73406275868058, ""close"" : 45.11326725751603}","{""open"" : 94.97139808385806, ""high"" : 95.01720951619318, ""low"" : 28.229433564856823, ""close"" : 63.38901079235531}","{""open"" : 50.096223424891086, ""high"" : 105.57100650588707, ""low"" : 43.7701855431089, ""close"" : 91.42834623194315}","20485","85332","69.483653668288","3.37879615948197","0.167942600902244","Cyclical"
193,130,"{""open"" : 29.31361689320258, ""high"" : 86.72385084383292, ""low"" : 77.91609570035783, ""close"" : 18.31655930287304}","{""open"" : 30.03343647602128, ""high"" : 31.746220312114694, ""low"" : 35.879180398905234, ""close"" : 87.02192714381233}","{""open"" : 56.048134106876255, ""high"" : 8.878630298211858, ""low"" : 79.0277261205381, ""close"" : 9.60386709561436}","57764","23745","79.8377793379454","2.09460879356824","2.0259511583844","Cyclical"
194,131,"{""open"" : 0.3679758938450073, ""high"" : 59.8301104198308, ""low"" : 35.189605954351265, ""close"" : 19.51312833866141}","{""open"" : 1.091591055070773, ""high"" : 19.57604991169515, ""low"" : 59.57915957049279, ""close"" : 40.81368877771623}","{""open"" : 72.93783632167066, ""high"" : 57.26370245358794, ""low"" : 15.5390835871132, ""close"" : 11.63226242064237}","76151","69115","71.206159043311","0.117866820436533","8.46113008492882","Cyclical"
195,132,"{""open"" : 10.697112915402386, ""high"" : 35.697639271938655, ""low"" : 4.5645296596349105, ""close"" : 82.48805732636104}","{""open"" : 0.9407188653848486, ""high"" : 113.32447104529534, ""low"" : 75.26482022746936, ""close"" : 62.77856686742982}","{""open"" : 27.593660616679472, ""high"" : 27.92056304393605, ""low"" : 70.39602582377799, ""close"" : 76.06009264044302}","92846","47473","14.5757597187842","4.30320337070557","6.35817793005893","Cyclical"
196,133,"{""open"" : 18.24315361955464, ""high"" : 42.93739940416941, ""low"" : 30.339326063383325, ""close"" : 97.92222030745074}","{""open"" : 56.21474902773158, ""high"" : 41.881567148304086, ""low"" : 22.12528298662532, ""close"" : 23.985030211756285}","{""open"" : 68.53869956678147, ""high"" : 115.44187531134959, ""low"" : 23.93110615153459, ""close"" : 40.78533750765369}","89165","3388","7.0190767953499","3.42334975661914","9.09140873596856","Cyclical"
197,134,"{""open"" : 58.83206088159236, ""high"" : 119.20847705371257, ""low"" : 63.16333890749856, ""close"" : 39.04867020644556}","{""open"" : 61.84085265380628, ""high"" : 64.44032597346975, ""low"" : 23.15386911465266, ""close"" : 82.83580083378006}","{""open"" : 48.53837845001034, ""high"" : 2.274304255650943, ""low"" : 56.183798297834606, ""close"" : 53.68179290128743}","28987","60747","61.89836655129","4.87274027122699","2.77203100291851","Cyclical"
198,135,"{""open"" : 69.01174811219389, ""high"" : 97.57835693770481, ""low"" : 59.86181008500763, ""close"" : 64.40272609955744}","{""open"" : 2.770283815464758, ""high"" : 113.71253415380137, ""low"" : 67.97076987862576, ""close"" : 89.93667348751957}","{""open"" : 6.633405933773906, ""high"" : 53.48601668096207, ""low"" : 33.91717974001402, ""close"" : 84.40999586100948}","89561","51321","20.1017903527777","0.337051687484901","1.58156263554721","Cyclical"
199,136,"{""open"" : 15.663352098147087, ""high"" : 17.050777429715644, ""low"" : 65.9876645565643, ""close"" : 74.90105226269309}","{""open"" : 57.63869365334215, ""high"" : 36.30650484698231, ""low"" : 7.682232545908381, ""close"" : 40.045943207448474}","{""open"" : 12.657747023967891, ""high"" : 113.00128550466668, ""low"" : 17.559690801507966, ""close"" : 52.19830209785936}","7733","66057","73.6423019836658","0.0167235860984871","1.81503526081328","Cyclical"
200,137,"{""open"" : 97.88853691456323, ""high"" : 81.72123059332263, ""low"" : 61.71579683327147, ""close"" : 9.786511300957201}","{""open"" : 52.91520201965183, ""high"" : 75.62554735401376, ""low"" : 68.22944395462271, ""close"" : 82.45486626151207}","{""open"" : 76.3676665678654, ""high"" : 64.03238484084704, ""low"" : 45.359721165201435, ""close"" : 1.5678493863307885}","14666","83167","58.8431074230672","4.82196980594094","7.99376325955406","Cyclical"
201,138,"{""open"" : 81.92858566174117, ""high"" : 112.33488051414456, ""low"" : 10.445096966520797, ""close"" : 11.154856093776155}","{""open"" : 89.60675448150155, ""high"" : 41.171065653271874, ""low"" : 55.1277631520572, ""close"" : 55.94202689913652}","{""open"" : 82.39168383930067, ""high"" : 102.93112003249834, ""low"" : 14.676131069620642, ""close"" : 57.82098617371669}","69233","10698","34.1666460037484","4.0655239590717","0.794242068640778","Cyclical"
202,139,"{""open"" : 91.29618262119838, ""high"" : 39.211556278055, ""low"" : 25.28482191566802, ""close"" : 90.7381806448291}","{""open"" : 27.161913343883914, ""high"" : 38.18345793437213, ""low"" : 76.0877273811525, ""close"" : 11.742639286661971}","{""open"" : 30.827569334045624, ""high"" : 37.19477494645857, ""low"" : 9.924500078062461, ""close"" : 95.04236953596352}","78943","31261","81.058444703517","1.23130454232139","6.2724719537007","Cyclical"
203,140,"{""open"" : 12.600483926307437, ""high"" : 95.88098040821437, ""low"" : 0.44852121054228533, ""close"" : 84.18488472653942}","{""open"" : 78.95853648366209, ""high"" : 110.02377073658047, ""low"" : 79.3613487745258, ""close"" : 15.58310273901522}","{""open"" : 90.74242561018741, ""high"" : 17.598499159695997, ""low"" : 1.7371970009907045, ""close"" : 4.432241420697047}","48997","21500","30.1356433109289","4.71174337179812","9.33988172835207","Cyclical"
204,141,"{""open"" : 2.90988760323152, ""high"" : 114.97805193517264, ""low"" : 6.75660751914565, ""close"" : 88.02099958645486}","{""open"" : 71.17211067814434, ""high"" : 53.39107041732312, ""low"" : 10.766933485254544, ""close"" : 54.33750668206414}","{""open"" : 15.896264990395736, ""high"" : 76.92615849211526, ""low"" : 43.03091578722915, ""close"" : 29.74712571730318}","42739","28104","83.2035228359688","1.53826013510951","4.63470003803268","Cyclical"
205,142,"{""open"" : 62.20054521174352, ""high"" : 52.7010300187718, ""low"" : 53.98280855848709, ""close"" : 82.6195942981587}","{""open"" : 53.72709236802746, ""high"" : 45.02810443391815, ""low"" : 4.866413281277655, ""close"" : 87.03886869489541}","{""open"" : 69.12223955736283, ""high"" : 84.94980091459644, ""low"" : 11.077541951378294, ""close"" : 59.042575326415346}","48227","44973","26.4911503088674","4.30311537332507","1.30343198420969","Cyclical"
206,143,"{""open"" : 81.68666618791276, ""high"" : 74.64282851887222, ""low"" : 13.730730423059736, ""close"" : 38.99560334030545}","{""open"" : 80.07687541248873, ""high"" : 102.46217403791499, ""low"" : 41.21197584437964, ""close"" : 65.96284261928318}","{""open"" : 26.606443966997738, ""high"" : 13.613494246143691, ""low"" : 18.751421542011038, ""close"" : 50.285065478286015}","55757","92949","20.1696133518853","4.29037765434436","0.637222914465507","Cyclical"
207,144,"{""open"" : 23.08933266722257, ""high"" : 61.21793925136959, ""low"" : 45.26787913558323, ""close"" : 70.1824192751649}","{""open"" : 48.957070047693364, ""high"" : 72.80551951028038, ""low"" : 26.10671978474592, ""close"" : 59.78048004896974}","{""open"" : 98.88177900081571, ""high"" : 72.1775491922846, ""low"" : 46.72611915334463, ""close"" : 86.41028056188473}","25877","8803","6.28820916161421","1.44527490083059","7.37405757975615","Cyclical"
208,145,"{""open"" : 68.52091555119404, ""high"" : 3.5418356100700343, ""low"" : 11.814293912582201, ""close"" : 43.39483410759459}","{""open"" : 57.395965244193434, ""high"" : 35.844884410735446, ""low"" : 18.050739509753893, ""close"" : 69.34146885986372}","{""open"" : 7.053047170637861, ""high"" : 72.12567198679727, ""low"" : 12.293565715389061, ""close"" : 66.84739403959279}","9938","40898","25.0191662168022","0.129967157013979","7.82310235882171","Cyclical"
209,146,"{""open"" : 6.374988447275776, ""high"" : 116.34047514500178, ""low"" : 1.0251805175066409, ""close"" : 81.67862783479778}","{""open"" : 27.582002559369222, ""high"" : 93.62649167295098, ""low"" : 10.148485252092474, ""close"" : 81.63222882416186}","{""open"" : 11.054846589392287, ""high"" : 111.1896157052829, ""low"" : 63.54443175975426, ""close"" : 82.32037044261908}","51823","81878","74.4335702866209","2.210629884334","1.83748032548384","Cyclical"
210,147,"{""open"" : 92.4683317590505, ""high"" : 51.755021252065305, ""low"" : 2.2543165873321946, ""close"" : 75.0744358249726}","{""open"" : 62.88621233197349, ""high"" : 27.38113669554222, ""low"" : 46.90616117283895, ""close"" : 58.43173144201459}","{""open"" : 89.23869630167589, ""high"" : 114.77159747180815, ""low"" : 12.181566407639082, ""close"" : 44.87468339651102}","16998","99037","54.8545107503122","0.643626025481919","9.53930807174154","Cyclical"
211,148,"{""open"" : 72.7269317450634, ""high"" : 20.403420677770043, ""low"" : 70.41519273479969, ""close"" : 31.032233809731814}","{""open"" : 28.349183418805456, ""high"" : 77.08617235930919, ""low"" : 32.22459374083434, ""close"" : 94.3306596278527}","{""open"" : 76.97568245242515, ""high"" : 37.09235285721562, ""low"" : 62.52422893582596, ""close"" : 81.95730929470473}","73895","49283","95.9009732053447","0.702200427714303","1.9853508274487","Cyclical"
212,149,"{""open"" : 25.22145270208791, ""high"" : 116.05177556917015, ""low"" : 34.79867082399146, ""close"" : 83.87438565464443}","{""open"" : 85.90926731595057, ""high"" : 115.71051914583356, ""low"" : 26.619496851945215, ""close"" : 29.356830598712612}","{""open"" : 84.86742649423904, ""high"" : 1.0032676228907977, ""low"" : 10.766957318883943, ""close"" : 52.379759345287916}","92919","24620","96.547400082653","1.35540140060386","5.11479674473202","Cyclical"
213,150,"{""open"" : 16.028460552522606, ""high"" : 36.14293774161599, ""low"" : 63.71555492035654, ""close"" : 35.02575197862343}","{""open"" : 39.51096635382307, ""high"" : 33.58186471052634, ""low"" : 59.917717272592306, ""close"" : 92.55919772894427}","{""open"" : 26.953157722450104, ""high"" : 61.855713388612344, ""low"" : 35.458539836359186, ""close"" : 73.27030675717583}","34998","48779","35.7224341204427","0.900284401332179","4.70746441461775","Cyclical"
214,151,"{""open"" : 66.09619629726295, ""high"" : 109.96392159962652, ""low"" : 29.002307085521704, ""close"" : 77.601460447248}","{""open"" : 28.818438723503228, ""high"" : 84.47108598590353, ""low"" : 59.806815631149455, ""close"" : 12.97045324846069}","{""open"" : 10.347667716681874, ""high"" : 111.5562226370123, ""low"" : 9.036695451807244, ""close"" : 63.54474563327672}","16410","97297","67.6238761560404","0.981059706482829","9.14230734167787","Cyclical"
215,152,"{""open"" : 47.73945004626865, ""high"" : 96.94964628423966, ""low"" : 7.872137365138805, ""close"" : 67.91472039945432}","{""open"" : 9.285709362941219, ""high"" : 74.3294606827771, ""low"" : 62.25059686563304, ""close"" : 46.47620351996926}","{""open"" : 61.965661612410415, ""high"" : 88.47134334822766, ""low"" : 71.25443869392126, ""close"" : 95.12524418052494}","10968","40310","96.1005000969933","1.19711459294608","8.42895812345186","Cyclical"
216,153,"{""open"" : 58.30415788144925, ""high"" : 66.2214578507603, ""low"" : 3.4374618909940935, ""close"" : 65.59581281343945}","{""open"" : 57.927558045878854, ""high"" : 118.74354838612032, ""low"" : 28.872524614101778, ""close"" : 45.10432097187025}","{""open"" : 79.36809224018788, ""high"" : 40.38062321808986, ""low"" : 12.492127088385896, ""close"" : 74.01793920598136}","74771","78887","90.6964973476001","1.82024398633686","4.82832743814528","Cyclical"
217,154,"{""open"" : 73.00334651192317, ""high"" : 69.70519347171955, ""low"" : 52.16925691696511, ""close"" : 17.731629759781754}","{""open"" : 65.09181107166245, ""high"" : 51.69752273216919, ""low"" : 10.008983848090462, ""close"" : 83.92001027198874}","{""open"" : 37.760535015902974, ""high"" : 60.215185387653065, ""low"" : 3.8540833298677057, ""close"" : 26.58989840851147}","12321","51748","65.3112184359611","1.31728104789798","5.59547721152905","Cyclical"
218,155,"{""open"" : 96.64312805200366, ""high"" : 106.3872579049648, ""low"" : 76.34123491141821, ""close"" : 17.84146146127268}","{""open"" : 31.82537185277774, ""high"" : 91.47117750774606, ""low"" : 67.18937929018453, ""close"" : 9.84271209189449}","{""open"" : 36.11846481063339, ""high"" : 18.86083369424974, ""low"" : 41.500766459880225, ""close"" : 81.24248112505461}","32086","33379","88.4618442047817","3.09457481743583","8.06482318125286","Cyclical"
219,156,"{""open"" : 52.71684100102787, ""high"" : 56.76548941612314, ""low"" : 2.061917673836753, ""close"" : 67.27261262069995}","{""open"" : 64.21794280531859, ""high"" : 81.65128424897031, ""low"" : 20.495992228673412, ""close"" : 40.87391040022812}","{""open"" : 55.66545708682757, ""high"" : 80.5239578199726, ""low"" : 63.58703016899108, ""close"" : 73.87784307251013}","77345","20066","56.5727819800848","3.10579898769457","5.56381555740287","Cyclical"
220,157,"{""open"" : 6.088241049637277, ""high"" : 33.23252424068536, ""low"" : 72.9047289678955, ""close"" : 36.60025524657149}","{""open"" : 1.4641627321236417, ""high"" : 5.186447673983485, ""low"" : 55.407537838884, ""close"" : 68.76536245702223}","{""open"" : 91.43994312925628, ""high"" : 16.01970603404828, ""low"" : 34.77091861971534, ""close"" : 38.164134337759535}","45976","38363","45.1968075822936","2.86627483528644","5.05708153544293","Cyclical"
221,158,"{""open"" : 13.223690027424585, ""high"" : 112.86048193653632, ""low"" : 29.93327593458785, ""close"" : 45.96514299058716}","{""open"" : 76.81649130615808, ""high"" : 47.043952980903214, ""low"" : 36.70898246582919, ""close"" : 78.74983837801236}","{""open"" : 27.54833357065141, ""high"" : 64.10566592499934, ""low"" : 44.62710888451318, ""close"" : 60.04369684681281}","71797","28981","25.486688277069","3.48493290245795","3.2792511433224","Cyclical"
222,159,"{""open"" : 87.68169161058523, ""high"" : 51.90844855480505, ""low"" : 28.12309460554321, ""close"" : 63.27482500070436}","{""open"" : 16.8764230142078, ""high"" : 118.94481916168826, ""low"" : 65.62674305534352, ""close"" : 99.43863972073214}","{""open"" : 2.815432946507279, ""high"" : 50.38080777258039, ""low"" : 71.2592291895921, ""close"" : 60.776122165578215}","57031","33793","86.0472803678355","2.83962746598652","8.04814198983616","Cyclical"
223,160,"{""open"" : 65.84402817645712, ""high"" : 62.51802453024994, ""low"" : 37.562948729541986, ""close"" : 43.97269159591608}","{""open"" : 64.48503806724017, ""high"" : 55.46104873331605, ""low"" : 42.78169701100204, ""close"" : 80.56317385546}","{""open"" : 3.744349297550853, ""high"" : 22.566851666792374, ""low"" : 38.85662080918909, ""close"" : 28.70925249249705}","81076","40836","50.8676909639797","4.29078973729427","7.66842344388956","Cyclical"
224,161,"{""open"" : 88.97173957769773, ""high"" : 13.519746395202441, ""low"" : 53.9777251735873, ""close"" : 94.72236323381271}","{""open"" : 42.049040832897575, ""high"" : 73.11530210839523, ""low"" : 35.72641832622688, ""close"" : 97.25332103883635}","{""open"" : 45.21531145517399, ""high"" : 63.452486628112496, ""low"" : 11.699337189884496, ""close"" : 46.053109054406605}","5911","16076","0.0153331692841707","4.64973536878993","4.79091577388488","Cyclical"
225,162,"{""open"" : 91.09690606913692, ""high"" : 89.98134989456395, ""low"" : 76.01575002717723, ""close"" : 58.23541793678992}","{""open"" : 6.492485585368546, ""high"" : 58.17229746932721, ""low"" : 31.991487924492716, ""close"" : 0.8027761260515742}","{""open"" : 25.356951177627728, ""high"" : 112.21059214761097, ""low"" : 49.745115185737596, ""close"" : 4.325465968544662}","11832","20228","70.256866084876","1.20378419585084","4.58694423025506","Cyclical"
226,163,"{""open"" : 1.5467716884506544, ""high"" : 81.74949767436658, ""low"" : 56.914047551497795, ""close"" : 57.310995320488665}","{""open"" : 12.191522808322762, ""high"" : 15.44084358734036, ""low"" : 55.44228060221293, ""close"" : 84.36985019529072}","{""open"" : 15.605278962435488, ""high"" : 44.00033333830309, ""low"" : 78.47593409991289, ""close"" : 82.45591009856388}","46293","93238","12.9175775807765","4.51022664787662","4.37581115960452","Cyclical"
227,164,"{""open"" : 39.63528990575058, ""high"" : 88.2403949615596, ""low"" : 29.86122447562904, ""close"" : 35.16694207759057}","{""open"" : 9.039997419747658, ""high"" : 109.19432265028635, ""low"" : 69.93435259617493, ""close"" : 27.610414625466696}","{""open"" : 92.13977434910483, ""high"" : 49.26557149816084, ""low"" : 9.247614503145112, ""close"" : 94.24233308449557}","61133","98738","52.4057143699787","0.0544003610199228","7.7738138603022","Cyclical"
228,165,"{""open"" : 53.25610925547697, ""high"" : 25.068976862753605, ""low"" : 27.247937796473227, ""close"" : 50.59735762097215}","{""open"" : 99.86766967882342, ""high"" : 104.1145049443632, ""low"" : 49.65504514395582, ""close"" : 72.9230206033443}","{""open"" : 20.38339524370305, ""high"" : 68.63555460527922, ""low"" : 62.325244383216294, ""close"" : 76.77249794915058}","59539","31687","15.7409648487446","2.4311107130094","4.10246835722879","Cyclical"
229,166,"{""open"" : 57.39212286952955, ""high"" : 54.11284910983318, ""low"" : 65.45711832000563, ""close"" : 65.18518891002402}","{""open"" : 35.48961208145713, ""high"" : 84.00308111350145, ""low"" : 77.0064386866778, ""close"" : 59.75305457194586}","{""open"" : 22.581341147014, ""high"" : 59.11426030078235, ""low"" : 2.841470926581948, ""close"" : 3.7789335302774285}","9105","7149","47.7985520943182","3.00356092186119","1.43427562385831","Cyclical"
230,167,"{""open"" : 90.90564597039335, ""high"" : 79.4883707568423, ""low"" : 79.04531474907105, ""close"" : 42.64551397401062}","{""open"" : 69.10773890911264, ""high"" : 65.12036604651429, ""low"" : 45.81978239837131, ""close"" : 19.099032671413994}","{""open"" : 26.036863766428354, ""high"" : 27.156054576534274, ""low"" : 32.187190029545256, ""close"" : 88.36809961579304}","14142","35936","91.8361755718974","2.52465890003547","5.32827682684047","Cyclical"
231,168,"{""open"" : 83.11139406860062, ""high"" : 67.10450314340315, ""low"" : 26.481349861075234, ""close"" : 55.96079676681198}","{""open"" : 28.918514217986324, ""high"" : 99.2121987640619, ""low"" : 41.448271034191926, ""close"" : 42.00157375576268}","{""open"" : 40.98011716266754, ""high"" : 33.04144516016624, ""low"" : 43.109150535132684, ""close"" : 19.444438313367375}","81814","93273","21.5058189250755","2.88858645108572","1.39843478027595","Cyclical"
232,169,"{""open"" : 37.51249602070934, ""high"" : 26.009289134148244, ""low"" : 22.854505899314717, ""close"" : 69.53682621243857}","{""open"" : 42.95158018992229, ""high"" : 56.50331208011935, ""low"" : 49.91932548760418, ""close"" : 12.26464038033146}","{""open"" : 91.12774149505249, ""high"" : 32.533852650286555, ""low"" : 58.06477773160861, ""close"" : 79.60892777184453}","31030","47598","28.5979584171478","0.374426169604943","2.72171994537573","Cyclical"
233,170,"{""open"" : 53.04554902621463, ""high"" : 31.243408508511354, ""low"" : 52.667997470447254, ""close"" : 78.36859285058951}","{""open"" : 4.674101412330356, ""high"" : 97.88313851335069, ""low"" : 60.85189220802482, ""close"" : 89.87006058652737}","{""open"" : 61.736862659202906, ""high"" : 62.93789661335708, ""low"" : 75.9576753306585, ""close"" : 34.96047765276795}","70824","40290","90.1629208098067","3.70953520851763","3.76850118951981","Cyclical"
234,171,"{""open"" : 40.657048353606044, ""high"" : 43.038857904780166, ""low"" : 10.16274570093655, ""close"" : 32.60826671212171}","{""open"" : 47.99624527551967, ""high"" : 34.26770462276294, ""low"" : 12.836116631758294, ""close"" : 84.10879473324316}","{""open"" : 7.888723135901987, ""high"" : 48.01597238475115, ""low"" : 2.5905798379872813, ""close"" : 4.622557590604104}","17843","80239","60.0911307691643","2.95098825071904","5.87986275111938","Cyclical"
235,172,"{""open"" : 57.10354299026867, ""high"" : 77.19808025185134, ""low"" : 3.803365768641438, ""close"" : 75.90800122244086}","{""open"" : 93.29733260529221, ""high"" : 104.02007125810654, ""low"" : 10.652337435798014, ""close"" : 9.174534810646605}","{""open"" : 35.02963065139091, ""high"" : 90.52448238267769, ""low"" : 31.083323152187212, ""close"" : 64.33821269218762}","73461","38027","47.369399445657","3.97944655172087","0.635225282325949","Cyclical"
236,173,"{""open"" : 9.466716469421165, ""high"" : 48.67141923561786, ""low"" : 22.7353662422386, ""close"" : 11.602925145086761}","{""open"" : 6.243888023925459, ""high"" : 92.0195550135786, ""low"" : 62.76488592092085, ""close"" : 96.0726148623074}","{""open"" : 60.53754063530923, ""high"" : 64.124208471156, ""low"" : 27.794678608659016, ""close"" : 52.88768951618834}","25559","24410","15.3131883704622","1.35087700396708","4.39173912033803","Cyclical"
237,174,"{""open"" : 99.93952793545151, ""high"" : 83.32683562893277, ""low"" : 46.70441303084946, ""close"" : 41.19025970814967}","{""open"" : 68.62947317468348, ""high"" : 46.14357206723526, ""low"" : 61.43281512657314, ""close"" : 45.62581053622279}","{""open"" : 64.08106004442189, ""high"" : 78.36226250190035, ""low"" : 50.09723675481284, ""close"" : 56.44570304650165}","66074","51016","37.413068658776","1.38940272425882","4.73553162479687","Cyclical"
238,175,"{""open"" : 90.75192550240942, ""high"" : 68.52275806176648, ""low"" : 16.62793491696691, ""close"" : 16.80252674990246}","{""open"" : 40.58512155385541, ""high"" : 72.66660255037274, ""low"" : 52.90636542521071, ""close"" : 5.2031211497434615}","{""open"" : 85.87418728484283, ""high"" : 3.4192831670107626, ""low"" : 2.9383964756468828, ""close"" : 56.8928416078669}","59790","42963","37.3029008876367","4.21901075681452","9.01035406912993","Cyclical"
239,176,"{""open"" : 65.36620882682239, ""high"" : 105.99346276434082, ""low"" : 13.32373251127299, ""close"" : 52.13740813218364}","{""open"" : 87.84857178154304, ""high"" : 84.3013843247794, ""low"" : 55.0001017587698, ""close"" : 75.74380504960352}","{""open"" : 84.35814091357057, ""high"" : 25.312050491940717, ""low"" : 24.6417495118442, ""close"" : 88.28060900178656}","68793","83884","2.40597177032618","2.86399072657347","6.57213938941023","Cyclical"
240,177,"{""open"" : 69.32066350506672, ""high"" : 14.934543221881924, ""low"" : 46.71119456166917, ""close"" : 52.66247137994573}","{""open"" : 49.287940992579315, ""high"" : 75.75960751677863, ""low"" : 44.23301169030889, ""close"" : 0.2293632325728323}","{""open"" : 97.85349133781563, ""high"" : 118.24947701517372, ""low"" : 2.252095766715918, ""close"" : 46.384005221952386}","21899","16924","63.6331965266352","2.53900506254578","8.36450466557258","Cyclical"
241,178,"{""open"" : 52.39550516349709, ""high"" : 1.6606852427129226, ""low"" : 74.56607717909945, ""close"" : 36.41491714110585}","{""open"" : 2.8752412479630562, ""high"" : 26.8588653624467, ""low"" : 76.86944565539798, ""close"" : 42.63095876272196}","{""open"" : 51.706631898353095, ""high"" : 110.0180470387759, ""low"" : 67.64724235853919, ""close"" : 78.18014510535009}","58101","45518","61.369007895362","3.60315287619499","0.603007057502931","Cyclical"
242,179,"{""open"" : 72.1706246531453, ""high"" : 80.03999254030796, ""low"" : 29.643384048564183, ""close"" : 16.79652497109798}","{""open"" : 4.743163450930332, ""high"" : 61.333381064347535, ""low"" : 68.35390519404613, ""close"" : 8.599143669549614}","{""open"" : 95.9667355314754, ""high"" : 100.35571395636543, ""low"" : 19.35199722018961, ""close"" : 46.84140179371259}","11104","92100","94.2533577942144","4.25710307582175","0.467757742234138","Cyclical"
243,180,"{""open"" : 80.51801340598847, ""high"" : 20.980940563152757, ""low"" : 40.50414587170758, ""close"" : 19.001796344262022}","{""open"" : 11.943757974883695, ""high"" : 114.71569455393637, ""low"" : 47.655289126061255, ""close"" : 3.0717924179138656}","{""open"" : 60.07184136054142, ""high"" : 94.04151283098427, ""low"" : 49.90109842229623, ""close"" : 75.702194078757}","56862","21842","29.5947654792777","2.41645417715666","5.63795673107483","Cyclical"
244,181,"{""open"" : 70.32234160781931, ""high"" : 105.85811246170161, ""low"" : 48.82111379195281, ""close"" : 33.24445642725862}","{""open"" : 28.648050289883066, ""high"" : 64.2817291423786, ""low"" : 33.147295160592165, ""close"" : 46.13837634696585}","{""open"" : 18.70518942441157, ""high"" : 102.8499592651017, ""low"" : 70.1920465675401, ""close"" : 38.40081334459165}","49896","52627","13.9463093939214","4.07485475379089","7.78987478587622","Cyclical"
245,182,"{""open"" : 79.12964709247836, ""high"" : 85.23578247234197, ""low"" : 54.15062637866539, ""close"" : 62.4607015003881}","{""open"" : 9.304697336421874, ""high"" : 29.779293506241913, ""low"" : 28.127026795326806, ""close"" : 6.287304769727831}","{""open"" : 28.98628916145991, ""high"" : 113.37220903807035, ""low"" : 20.866709759413027, ""close"" : 80.44208236865703}","34743","94133","71.6811696404952","1.40984018634608","7.23824473764644","Cyclical"
246,183,"{""open"" : 52.40141969917778, ""high"" : 115.9851211460356, ""low"" : 39.45845195514927, ""close"" : 35.13162925509577}","{""open"" : 60.853821294502275, ""high"" : 54.23277230462947, ""low"" : 2.4689492523275725, ""close"" : 31.412059559819518}","{""open"" : 68.05154811767564, ""high"" : 2.7878683948131044, ""low"" : 40.083773105717654, ""close"" : 65.40286116773414}","73704","12338","8.82054986450396","2.72243748627245","8.39513956007137","Cyclical"
